Código,Familia,Materia,Clasificacion,00:01-04:00,04:01-08:00,08:01-12:00,12:01-16:00,16:01-20:00,20:01-24:00
12031,INFRACCIÓN A OTROS TEXTOS LEGALES,Falsificación de billetes,Denuncias,5,1,27,35,30,13
12032,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones a la Ley del Banco Central,Denuncias,0,0,3,2,3,2
12051,INFRACCIÓN A OTROS TEXTOS LEGALES,Contrabando. Infracción a la Ordenanza de Aduanas,Denuncias,5,3,58,31,28,5
12052,INFRACCIÓN A OTROS TEXTOS LEGALES,Fraude aduanero. Infracción a la Ordenanza de Aduanas,Denuncias,0,0,11,15,3,3
12053,INFRACCIÓN A OTROS TEXTOS LEGALES,Receptación aduanera. Infracción a la Ordenanza de Aduanas,Denuncias,1,0,0,0,0,0
12054,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones a la Ordenanza de Aduanas,Denuncias,0,0,15,14,8,0
12055,INFRACCIÓN A OTROS TEXTOS LEGALES,Contrabando de especies exóticas,Denuncias,0,0,0,0,0,0
12081,INFRACCIÓN A OTROS TEXTOS LEGALES,Maltrato de obra a carabineros ,Denuncias,16,5,10,21,20,10
12082,INFRACCIÓN A OTROS TEXTOS LEGALES,Amenazas a carabineros,Denuncias,7,5,11,9,11,11
12086,INFRACCIÓN A OTROS TEXTOS LEGALES,"Matar a carabinero en ejercicio de sus funciones, Código Justicia Militar",Denuncias,0,0,0,0,1,0
12087,INFRACCIÓN A OTROS TEXTOS LEGALES,"Traición, espionaje y demás delitos contra la soberanía y seguridad exterior del Estado",Denuncias,0,0,1,0,0,0
12088,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso de uniforme o insignias de Fuerzas Armadas o Carabineros de Chile,Denuncias,0,0,0,0,0,0
12089,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones al Código Justicia Militar,Denuncias,7,26,39,27,51,17
12123,INFRACCIÓN A OTROS TEXTOS LEGALES,Robo o hurto de material de guerra,Denuncias,0,1,0,1,0,0
12125,INFRACCIÓN A OTROS TEXTOS LEGALES,Falsedades,Denuncias,0,2,0,2,1,2
12131,INFRACCIÓN A OTROS TEXTOS LEGALES,Vigilancia privada no autorizada,Denuncias,12,1,392,178,84,24
12132,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción Ley General de Telecomunicaciones,Denuncias,0,0,1,2,0,0
12133,INFRACCIÓN A OTROS TEXTOS LEGALES,Lavado de dinero persona natural,Denuncias,0,0,0,0,0,0
12134,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones a la Ley 19.913,Denuncias,1,1,1,3,0,1
12136,INFRACCIÓN A OTROS TEXTOS LEGALES,Enseñanza no autorizada de artes marciales,Denuncias,0,0,1,0,2,1
12137,INFRACCIÓN A OTROS TEXTOS LEGALES,Corte o destrucción de árboles o arbustos Ley de Bosques,Denuncias,1,8,62,45,23,4
12138,INFRACCIÓN A OTROS TEXTOS LEGALES,Caza y comercialización de especies prohibidas,Denuncias,36,6,18,12,5,29
12139,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones al Código Aeronáutico,Denuncias,0,1,1,2,0,0
12142,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción en el otorgamiento prestaciones de salud,Denuncias,0,0,0,0,0,1
12143,INFRACCIÓN A OTROS TEXTOS LEGALES,Transporte o distribución de gas e instalaciones clandestinas,Denuncias,0,0,1,1,0,0
12144,INFRACCIÓN A OTROS TEXTOS LEGALES,Interrupción de servicio eléctrico,Denuncias,0,0,4,3,1,1
12145,INFRACCIÓN A OTROS TEXTOS LEGALES,Loteos irregulares,Denuncias,0,0,1,0,0,0
12146,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción a la Ley Orgánica Constitucional sobre votaciones populares y escrutinios,Denuncias,1,1,29,26,12,1
12149,INFRACCIÓN A OTROS TEXTOS LEGALES,Desacato,Denuncias,720,623,1574,1821,1857,1541
12150,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso ilícito del fuego,Denuncias,1,1,1,3,4,3
12151,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso fraudulento de tarjetas o medios de pago,Denuncias,629,765,6218,6197,4475,2071
12152,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos de la ley 17.322 sobre cotizaciones ,Denuncias,0,0,0,1,0,0
12155,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción en la utilización de gas como combustible en vehículos,Denuncias,0,0,1,0,0,0
12156,INFRACCIÓN A OTROS TEXTOS LEGALES,"Acceso, divulgación y uso indebido de información genética con ocasión de tratamiento de ADN",Denuncias,0,0,2,1,1,0
12157,INFRACCIÓN A OTROS TEXTOS LEGALES,Obstrucción a la justicia con ocasión de tratamiento de ADN,Denuncias,0,0,0,0,0,0
12159,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos contenidos en Leyes de Prenda Especiales,Denuncias,0,0,0,1,3,1
12163,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos relativos al pago de pensiones alimenticias,Denuncias,0,0,0,0,0,2
12170,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos contra la Ley de Bosque Nativo,Denuncias,0,3,34,26,22,2
12171,INFRACCIÓN A OTROS TEXTOS LEGALES,"Fabricación, acopio o comercialización de hilo curado",Denuncias,0,0,0,1,0,0
12172,INFRACCIÓN A OTROS TEXTOS LEGALES,"Uso, facilitación o transporte de hilo curado",Denuncias,0,0,0,1,1,0
12181,INFRACCIÓN A OTROS TEXTOS LEGALES,Inutilización de dispositivo para monitoreo telemático,Denuncias,0,0,0,0,1,0
12182,INFRACCIÓN A OTROS TEXTOS LEGALES,Daños a monumentos nacionales,Denuncias,4,2,2,6,4,5
12183,INFRACCIÓN A OTROS TEXTOS LEGALES,Apropiación de monumentos nacionales,Denuncias,1,0,0,0,0,0
12187,INFRACCIÓN A OTROS TEXTOS LEGALES,Fraudes en transacciones electrónicas,Denuncias,4,10,84,98,94,44
12189,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso malicioso de recetas médicas digitales,Denuncias,0,0,1,0,0,0
12999,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos contemplados en otros textos legales,Denuncias,13667,1995,10863,14781,29754,19817
13049,INFRACCIÓN A OTROS TEXTOS LEGALES,Obstrucción a la investigación de delito o infracción de la Ley de violencia en los estadios,Denuncias,0,0,15,4,28,0
13050,INFRACCIÓN A OTROS TEXTOS LEGALES,Lesiones a las personas o daño a la propiedad con motivo u ocasión de un espectáculo de fútbol profesional,Denuncias,0,0,1,0,0,1
13051,INFRACCIÓN A OTROS TEXTOS LEGALES,Otros delitos sobre Ley sobre violencia en los estadios,Denuncias,0,1,66,133,316,97
15007,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos de la Ley de seguridad interior del Estado contra el orden público y la normalidad de las actividades nacionales,Denuncias,0,1,0,0,0,0
16400,INFRACCIÓN A OTROS TEXTOS LEGALES,Difusión indebida de entrevista videograbada,Denuncias,1,0,0,0,0,0
16403,INFRACCIÓN A OTROS TEXTOS LEGALES,Asociación ilícita para ejercer el comercio ilegal,Denuncias,0,0,9,7,4,0
22412,INFRACCIÓN A OTROS TEXTOS LEGALES,Tráfico de residuos peligrosos,Denuncias,0,0,0,1,0,0
22413,INFRACCIÓN A OTROS TEXTOS LEGALES,Falsificación de rótulos o certificados,Denuncias,0,0,0,0,1,0
22600,INFRACCIÓN A OTROS TEXTOS LEGALES,Desatender el llamado a reclutamiento,Denuncias,0,0,0,0,0,0
22800,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones a la Ley sobre el mal uso de aguas grises,Denuncias,1,0,1,0,1,4
23100,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones a la Ley sobre Protección al Consumidor,Denuncias,0,9,28,44,41,13
23300,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones a la Ley sobre Juzgado de Policía Local,Denuncias,0,0,1,2,1,1
23500,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones a la Ley de Identidad de Género,Denuncias,0,0,0,0,0,1
23750,INFRACCIÓN A OTROS TEXTOS LEGALES,Revelación del secreto del sistema de búsqueda de personas desaparecidas,Denuncias,0,0,0,0,0,1
23775,INFRACCIÓN A OTROS TEXTOS LEGALES,"Sustracción, ruptura de redes, comercialización de  especies de cultivo",Denuncias,0,0,1,0,0,0
23785,INFRACCIÓN A OTROS TEXTOS LEGALES,Homicidio a funcionario de las fuerzas armadas en desempeño de funciones de resguardo de la seguridad pública,Denuncias,0,0,0,0,1,0
23786,INFRACCIÓN A OTROS TEXTOS LEGALES,Maltrato de obra a funcionario de las fuerzas armadas en desempeño de funciones de resguardo de la seguridad pública,Denuncias,0,0,1,0,0,1
23800,INFRACCIÓN A LEYES ESPECIALES COVID-19,Obtención fraudulenta beneficios Covid 19,Denuncias,0,0,1,0,0,0
23900,SISTEMAS DE INSCRIPCIONES ELECTORALES Y SERVICIO ELECTORAL,Infracciones a la Ley orgánica constitucional sobre sistemas de inscripciones electorales y servicio electoral,Denuncias,1,5,10,5,4,1
20002,CONDUCTAS TERRORISTAS,Apoderamiento o atentado al transporte público,Denuncias,0,0,1,0,1,0
20003,CONDUCTAS TERRORISTAS,Atentado contra Jefe de Estado o autoridad pública,Denuncias,0,1,0,0,1,0
20004,CONDUCTAS TERRORISTAS,Atentado explosivo o incendiario,Denuncias,49,29,18,13,24,39
20099,CONDUCTAS TERRORISTAS,Otros Ley 18.314,Denuncias,0,1,2,0,0,1
21001,LIBERTAD DE OPINIÓN E INFORMACIÓN,Injurias y calumnias por medios de comunicación social,Denuncias,3,7,37,36,23,24
21002,LIBERTAD DE OPINIÓN E INFORMACIÓN,Ultraje público a las buenas costumbres por medios de comunicación social,Denuncias,0,0,0,0,2,0
21003,LIBERTAD DE OPINIÓN E INFORMACIÓN,Divulgación de identidad de menores por medios de comunicación social,Denuncias,0,1,1,1,0,2
21099,LIBERTAD DE OPINIÓN E INFORMACIÓN,Otras faltas y delitos de la Ley 19.733,Denuncias,1,0,1,1,0,1
22100,VIOLENCIA INTRAFAMILIAR,Maltrato habitual (violencia intrafamiliar),Denuncias,407,308,817,800,894,875
22101,VIOLENCIA INTRAFAMILIAR,Incumplimiento reiterado de pago de pensión alimenticia,Denuncias,0,0,3,1,0,2
22410,INFRACCIONES A LA LEY DE DEFENSA DE LA LIBRE COMPETENCIA,Ocultación o entrega de información falsa a Fiscalía Nacional Económica,Denuncias,0,0,0,0,0,0
13021,FALTAS,Ofensas al pudor,Denuncias,4,12,24,23,26,15
13022,FALTAS,Disensiones domésticas,Denuncias,8,16,59,55,77,37
13023,FALTAS,Alterar el orden público,Denuncias,55,12,11,8,3,4
13025,FALTAS,Dejar animales sueltos,Denuncias,21,31,189,115,165,71
13026,FALTAS,Arrojamiento de piedras u otros objetos,Denuncias,5,0,11,7,16,10
13027,FALTAS,Daño (falta),Denuncias,0,3,4,4,4,1
13028,FALTAS,Hurto (falta),Denuncias,146,218,908,1269,1289,384
13030,FALTAS,Amenaza con arma (falta),Denuncias,151,115,381,538,574,437
13031,FALTAS,Falta de respeto a la autoridad pública,Denuncias,11,5,8,6,10,8
13033,FALTAS,Riña pública,Denuncias,30,12,44,74,70,41
13035,FALTAS,Desórdenes en espectáculos públicos,Denuncias,1,0,4,2,4,3
13037,FALTAS,Caza y pesca con violencia,Denuncias,23,9,0,1,0,4
13038,FALTAS,Ganado que entra a predio ajeno causando daños,Denuncias,4,9,19,14,11,7
13052,FALTAS,Ocultación de identidad en control investigativo,Denuncias,0,0,0,0,0,1
13053,FALTAS,Ocultación de identidad en control preventivo,Denuncias,1,0,1,0,2,0
13097,FALTAS,Otras faltas Código Penal,Denuncias,10224,4999,14546,13988,18989,9648
13100,FALTAS,Impedir ejercicio de funciones a inspectores municipales,Denuncias,0,0,1,3,2,0
13101,FALTAS,Transporte de desechos a vertederos clandestinos,Denuncias,0,0,3,1,3,0
13103,FALTAS,Perro potencialmente peligroso no inscrito,Denuncias,1,5,34,34,44,16
13104,FALTAS,"Arrojar basura o desechos en playas, parques nacionales u otros",Denuncias,3,5,70,54,58,9
13106,FALTAS,No informar domicilio por delitos sexuales (NNA),Denuncias,6,29,49,17,31,24
7038,FALTAS TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Consumo o porte en lugares públicos o privados con previo concierto,Denuncias,268,98,402,449,720,245
7039,FALTAS TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Consumo o porte de drogas en lugares calificados,Denuncias,10,4,87,68,28,21
18001,FALTAS SOBRE EXPENDIO Y CONSUMO DE BEBIDAS ALCOHÓLICAS,Expendio de bebidas alcohólicas a menores,Denuncias,10,1,6,15,28,11
18002,FALTAS SOBRE EXPENDIO Y CONSUMO DE BEBIDAS ALCOHÓLICAS,Otorgamiento de patentes de alcoholes,Denuncias,22,2,22,39,71,43
