Código,Familia,Materia,Analfabeta,Básica,Media,Superior ,Sin información,sexo
599,CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y LA SEGURIDAD PÚBLICA COMETIDO POR PARTICULARES,Otros delitos contra el orden y la seguridad pública cometidos por particulares,0,0,3,1,0,Mujeres
602,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Abandono de niños,0,0,3,1,2,Mujeres
604,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Usurpación de estado civil,0,0,0,0,0,Mujeres
605,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Inducir a un menor a abandonar el hogar,0,0,0,0,0,Mujeres
608,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Estupro,0,0,1,0,0,Mujeres
610,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Promover o facilitar prostitución de menores,0,0,0,1,0,Mujeres
615,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Ultraje público a las buenas costumbres,1,0,1,0,0,Mujeres
619,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Abuso sexual sin contacto corporal de mayor de 14 años y menor de 18 años,0,0,1,0,0,Mujeres
620,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Abuso sexual sin contacto corporal de menor 14 años,0,0,0,0,0,Mujeres
621,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Violación de menor de 14 años,0,0,1,0,0,Mujeres
623,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Abuso sexual con contacto corporal de menor de 14 años,0,3,5,0,1,Mujeres
624,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Aborto consentido por causales no reguladas,0,0,5,0,0,Mujeres
625,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Aborto sin consentimiento,0,0,2,0,0,Mujeres
629,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Producción material pornográfico utilizando menores de 18 años,0,0,0,0,0,Mujeres
631,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Adquisición o almacenamiento material pornográfico infantil,0,0,3,0,0,Mujeres
633,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Abuso sexual calificado (con introducción de objetos o uso de animales),0,0,0,0,0,Mujeres
634,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Abuso sexual de mayor de 14 años y menor de 18 años con circunstancia de estupro,0,0,0,0,0,Mujeres
635,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Abuso sexual de mayor de 14 (con circunstancias de violación),0,0,3,0,0,Mujeres
637,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Violación de mayor de 14 años,0,0,1,1,0,Mujeres
638,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL","Captación, grabación y difusión de registros audiovisuales de partes íntimas",0,0,0,0,0,Mujeres
639,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Abuso sexual de mayor de 14 años por sorpresa y/o sin consentimiento,0,0,8,1,1,Mujeres
640,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Acoso sexual en lugares públicos o de libre acceso público,0,1,0,0,0,Mujeres
649,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Producción material pornográfico utilizando menores de 18 años,0,0,0,0,0,Mujeres
699,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL","Otros delitos contra el orden de las familias, contra la moralidad pública y contra la integridad sexual",0,0,1,0,0,Mujeres
701,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Parricidio,0,4,6,0,0,Mujeres
702,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Homicidio,0,3,16,1,1,Mujeres
703,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Homicidio calificado,0,0,3,0,0,Mujeres
705,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Homicidio en riña o pelea,0,0,2,0,1,Mujeres
706,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Auxilio al suicidio,0,0,0,0,0,Mujeres
707,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Infanticidio,0,0,2,0,0,Mujeres
709,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Lesiones graves,1,69,325,32,27,Mujeres
710,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Lesiones menos graves,1,139,745,134,52,Mujeres
717,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Lesiones graves gravísimas,0,4,13,1,0,Mujeres
720,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Femicidio íntimo,0,0,0,0,0,Mujeres
721,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Tráfico de migrantes,0,1,1,0,0,Mujeres
722,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Tráfico de migrantes cometidos por funcionario público,0,0,0,0,0,Mujeres
723,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Trata de personas para la explotación sexual,0,0,0,1,0,Mujeres
725,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Asociación ilícita para tráfico de migrantes y/o trata de personas,0,0,0,0,0,Mujeres
727,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Trata de personas para trabajos forzados y otros,0,0,0,0,0,Mujeres
763,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Maltrato corporal a menores o personas vulnerables,0,3,52,12,7,Mujeres
764,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Maltrato cometido por persona con deber de cuidado,0,0,1,1,0,Mujeres
765,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Tratos degradantes a personas vulnerables,0,1,0,2,0,Mujeres
767,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Lesiones graves y menos graves a miembros de bomberos en el ejercicio de sus funciones,0,0,0,0,0,Mujeres
799,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Otros delitos contra las personas,0,6,38,1,4,Mujeres
13001,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Lesiones leves,23,1445,9778,1905,699,Mujeres
802,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con intimidación,0,62,187,3,47,Mujeres
803,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con violencia,0,66,253,9,43,Mujeres
804,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo por sorpresa,3,39,172,6,21,Mujeres
806,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Extorsión,0,0,0,0,1,Mujeres
808,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo en bienes nacionales de uso público o sitios no destinados a habitación,0,39,92,4,13,Mujeres
809,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo en lugar habitado,1,76,159,5,20,Mujeres
810,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo en lugar no habitado,1,65,187,2,37,Mujeres
811,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Abigeato,0,4,14,1,1,Mujeres
812,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Receptación,2,116,539,40,52,Mujeres
814,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Destrucción o alteración de deslindes,0,3,1,0,0,Mujeres
816,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Estafas y otras defraudaciones contra particulares,1,11,143,59,15,Mujeres
817,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Usura,0,0,1,0,1,Mujeres
821,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto de hallazgo,0,6,34,7,4,Mujeres
825,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Infracción artículo 454,0,10,15,0,1,Mujeres
826,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto agravado,0,8,139,11,15,Mujeres
827,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con homicidio,0,0,2,0,0,Mujeres
828,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con violación,0,0,0,0,0,Mujeres
829,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,"Robo con castración, mutilación o lesiones graves gravísimas",0,0,0,0,0,Mujeres
831,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo de vehículo motorizado,0,11,11,0,2,Mujeres
832,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Portar elementos conocidamente destinados a cometer delito de robo,0,7,44,1,7,Mujeres
833,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Usurpación u ocupación violenta de inmueble,0,3,5,0,2,Mujeres
834,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Usurpación u ocupación de inmueble no violenta sin daños a las cosas,0,9,17,5,4,Mujeres
836,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Usurpación de aguas,0,0,1,0,1,Mujeres
838,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Incendio con resultado de muerte y/o lesiones,0,2,2,0,1,Mujeres
839,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Otros estragos,0,0,1,0,0,Mujeres
840,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Daños simples,3,129,626,96,48,Mujeres
841,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Daños calificados,1,6,18,5,2,Mujeres
846,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto simple por un valor sobre 40 UTM,0,9,47,3,7,Mujeres
847,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto simple por un valor de 4 a 40 UTM,4,188,863,105,116,Mujeres
848,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto simple por un valor de media a menos de 4 UTM,2,301,1210,180,122,Mujeres
849,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Apropiación de cables de tendido eléctrico o de comunicaciones,0,1,1,0,0,Mujeres
851,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Incendio de bosques,0,0,1,1,0,Mujeres
853,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto de bienes pertenecientes a redes de suministro público,0,2,5,1,0,Mujeres
854,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Incendio con peligro para las personas,0,2,10,1,2,Mujeres
855,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Incendio solo con daños o sin peligro de propagación,3,12,21,2,4,Mujeres
856,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Apropiación indebida,0,1,47,19,1,Mujeres
858,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con fuerza de cajeros automáticos,0,0,3,0,0,Mujeres
861,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con lesiones graves,0,0,0,0,0,Mujeres
862,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con retención de víctimas o lesiones graves,0,0,1,0,1,Mujeres
864,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Receptación cometida por persona jurídica,0,0,0,0,0,Mujeres
867,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,"Robo de vehículo motorizado por sorpresa, violencia o intimidación",0,9,15,1,6,Mujeres
868,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo de vehículo utilizando elementos distractivos,0,0,1,0,0,Mujeres
869,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Receptación de vehículos motorizados,0,95,736,144,79,Mujeres
871,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto con ocasión de calamidad o alteración al orden público,0,0,0,0,0,Mujeres
877,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Porte de elementos para provocar incendio o estragos,0,0,0,0,0,Mujeres
891,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Sustracción de madera,1,10,28,0,0,Mujeres
892,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Sustracción de madera. Persona jurídica,0,0,1,0,0,Mujeres
896,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Posesión o tenencia ilegítima de madera,0,0,0,0,0,Mujeres
899,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Otros delitos contra la propiedad,0,24,77,4,7,Mujeres
901,DE LOS CUASIDELITOS,Cuasidelito de lesiones,0,13,440,354,27,Mujeres
905,DE LOS CUASIDELITOS,Cuasidelito de homicidio,0,1,6,6,1,Mujeres
910,DE LOS CUASIDELITOS,Cuasidelito de lesiones cometido por profesionales de la salud,0,0,0,0,0,Mujeres
999,DE LOS CUASIDELITOS,Otros de los cuasidelitos,0,1,18,17,1,Mujeres
1002,HECHOS DE RELEVANCIA CRIMINAL,Muertes y hallazgo de cadáver,0,0,1,0,0,Mujeres
1006,HECHOS DE RELEVANCIA CRIMINAL,Hallazgo de vehículo,0,1,0,0,0,Mujeres
1018,HECHOS DE RELEVANCIA CRIMINAL,Hallazgo de drogas,0,0,2,0,1,Mujeres
1099,HECHOS DE RELEVANCIA CRIMINAL,Otros hechos que no constituyan delito/3,0,40,148,6,16,Mujeres
2005,DELITOS INFORMÁTICOS,Acceso ilícito,0,0,0,0,0,Mujeres
3099,LEY GENERAL DE BANCOS,Otros delitos Ley General de Bancos,0,0,0,0,0,Mujeres
4099,LEY DE CUENTAS CORRIENTES BANCARIAS Y CHEQUES,Otros delitos Ley de Cuentas Corrientes Bancarias y Cheques,0,0,4,0,0,Mujeres
5001,DELITOS TRIBUTARIOS,Delitos que contempla el Código Tributario,0,1,1,0,0,Mujeres
5002,DELITOS TRIBUTARIOS,Comercio clandestino,0,2,6,0,0,Mujeres
7001,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Elaboración ilegal de drogas o sustancias sicotrópicas,0,2,7,2,0,Mujeres
7006,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Cultivo/cosecha de especies vegetales productoras de estupefacientes,1,26,122,20,7,Mujeres
7007,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Tráfico ilícito de drogas,0,96,782,28,32,Mujeres
7014,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Asociaciones ilícitas Ley de drogas,0,1,1,0,0,Mujeres
7031,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Producción y tráfico por desvío de precursores,0,0,1,0,0,Mujeres
7032,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Suministro indebido de drogas,0,0,0,0,0,Mujeres
7033,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,"Prescripción médica abusiva de drogas, estupefacientes o sicotrópicas",0,0,1,0,0,Mujeres
7037,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Microtráfico (tráfico de pequeñas cantidades),4,186,1143,57,86,Mujeres
7043,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Tolerancia al tráfico o consumo de drogas,0,0,0,0,0,Mujeres
7044,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Tráfico de especies vegetales,0,1,2,0,1,Mujeres
7046,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Delitos cometidos por personal militar y gente de mar,0,0,0,0,0,Mujeres
7047,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Conspiración de Ley 20.000 ,0,0,4,0,3,Mujeres
7050,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Uso malicioso de identidad anterior,0,0,0,0,0,Mujeres
7053,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,"Abandonar en lugar de fácil acceso plantas, semillas u otras",0,0,1,0,0,Mujeres
7054,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Suministro de estupefacientes sin consentimiento,1,0,0,0,0,Mujeres
7099,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Otros delitos de la Ley 20.000,1,22,146,9,28,Mujeres
8003,PROPIEDAD Y PRIVILEGIOS INDUSTRIALES,Demás delitos contra Ley de Propiedad Industrial,0,6,67,2,4,Mujeres
9002,PROPIEDAD INTELECTUAL,Falsificación de obras protegidas por Ley de Propiedad Intelectual,0,0,0,0,0,Mujeres
9003,PROPIEDAD INTELECTUAL,Venta ilícita de obras protegidas por Ley de Propiedad Intelectual,0,0,3,3,0,Mujeres
9099,PROPIEDAD INTELECTUAL,Demás delitos contemplados en la Ley de Propiedad Intelectual,0,2,10,0,0,Mujeres
10001,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,"Posesión, tenencia o porte de armas sujetas a control",0,6,31,4,2,Mujeres
10008,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Porte de arma prohibida,0,3,11,1,0,Mujeres
10009,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Posesión o tenencia de armas prohibidas,0,2,6,1,0,Mujeres
10010,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Tráfico de armas,0,0,0,0,0,Mujeres
10013,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,"Posesión o tenencia de armas de guerra, química, biológica o nuclear",0,0,0,0,0,Mujeres
10016,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Disparos injustificados en la vía pública,0,1,1,0,2,Mujeres
10037,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,"Accionar fuegos artificiales, pirotécnicos o similares sin autorización",0,0,0,0,2,Mujeres
10038,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Posesión de fuegos artificiales,0,3,8,1,1,Mujeres
10099,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Otros delitos de la Ley de Control de Armas,0,15,123,17,21,Mujeres
11004,LEY ORGÁNICA DE INVESTIGACIONES,Amenazar simple o condicionalmente u ofender públicamente a personal de la Policía de Investigaciones,0,1,3,0,0,Mujeres
11005,LEY ORGÁNICA DE INVESTIGACIONES,"Falsificación de placas, tarjetas, timbres y sellos de Investigaciones",0,0,2,1,0,Mujeres
11102,LEY ORGÁNICA DE GENDARMERÍA,Maltrato de obra a gendarme en el desempeño de sus funciones,0,1,4,0,0,Mujeres
11103,LEY ORGÁNICA DE GENDARMERÍA,Amenaza a gendarme en el desempeño de sus funciones,0,0,1,0,0,Mujeres
11104,LEY ORGÁNICA DE GENDARMERÍA,Ingreso ilegítimo de aparatos de comunicaciones y tecnológicos a centros penitenciarios,0,1,20,0,2,Mujeres
12072,LEY DE TRÁNSITO,Falsificación de licencia de conducir y otras falsificaciones,0,0,20,6,3,Mujeres
12073,LEY DE TRÁNSITO,Accidente con resultado de muerte o lesiones graves,0,8,210,151,15,Mujeres
12074,LEY DE TRÁNSITO,Conducción sin la licencia debida,0,13,197,28,10,Mujeres
12077,LEY DE TRÁNSITO,No dar cuenta de accidente de tránsito,0,0,4,5,0,Mujeres
12078,LEY DE TRÁNSITO,Conducción bajo la influencia del alcohol con o sin daños o lesiones leves,0,9,140,113,17,Mujeres
12079,LEY DE TRÁNSITO,Conducción bajo la influencia del alcohol causando lesiones menos graves,0,1,3,1,0,Mujeres
12184,LEY DE TRÁNSITO,Conducción bajo la influencia del alcohol causando lesiones graves gravísimas,0,0,10,7,1,Mujeres
12185,LEY DE TRÁNSITO,Conducción bajo la influencia del alcohol causando muerte,0,0,1,0,0,Mujeres
14004,LEY DE TRÁNSITO,Conducción estado de ebriedad con suspensión de licencia,0,1,11,6,1,Mujeres
14005,LEY DE TRÁNSITO,Negativa a efectuarse examen,0,0,0,0,0,Mujeres
14006,LEY DE TRÁNSITO,Conducción estado ebriedad con resultado de muerte,0,0,5,1,0,Mujeres
14007,LEY DE TRÁNSITO,Conducción estado ebriedad con resultado de lesiones graves gravísimas,0,0,8,3,1,Mujeres
14008,LEY DE TRÁNSITO,Conducción estado de ebriedad con resultado de lesiones graves,0,1,18,10,2,Mujeres
14009,LEY DE TRÁNSITO,Conducción estado ebriedad con resultado de lesiones menos graves,0,0,25,9,3,Mujeres
14020,LEY DE TRÁNSITO,Cuasidelito vehículo motorizado,0,5,88,65,20,Mujeres
14021,LEY DE TRÁNSITO,Marcharse del sitio del suceso sin prestar auxilio a la víctima,0,0,2,0,0,Mujeres
14022,LEY DE TRÁNSITO,Ocultamiento de placa patente,0,4,72,28,18,Mujeres
14052,LEY DE TRÁNSITO,Conducción estado de ebriedad con o sin daños o lesiones leves,1,43,820,513,79,Mujeres
14056,LEY DE TRÁNSITO,Atentado a vehículo motorizado en circulación con objeto contundente u otro semejante,0,0,0,0,0,Mujeres
14057,LEY DE TRÁNSITO,Conducir vehículo durante la vigencia de alguna sanción impuesta,0,2,8,6,0,Mujeres
14060,LEY DE TRÁNSITO,Otros delitos contra la Ley de tránsito,0,8,79,27,11,Mujeres
14066,LEY DE TRÁNSITO,Lesionar o amenazar a fiscalizador de transportes,0,0,0,0,0,Mujeres
14087,LEY DE TRÁNSITO,Conducción en carreras no autorizadas con o sin daños o lesiones leves,0,0,0,0,0,Mujeres
14089,LEY DE TRÁNSITO,Conducción en carreras no autorizadas causando lesiones gravísimas o la muerte ,0,0,0,0,0,Mujeres
14090,LEY DE TRÁNSITO,Organizar carreras no autorizadas,0,0,0,0,0,Mujeres
14091,LEY DE TRÁNSITO,Facilitar vehículos motorizados para la participación en carreras clandestinas,0,0,0,0,0,Mujeres
14092,LEY DE TRÁNSITO,Sobrepasar en 60 km/h los límites fijados de velocidad máxima,0,0,5,4,0,Mujeres
12010,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción Ley Mataderos Clandestinos,0,1,2,0,0,Mujeres
12022,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones Ley de Pesca,0,0,4,0,0,Mujeres
12023,INFRACCIÓN A OTROS TEXTOS LEGALES,Pesca ilegal,0,0,1,0,0,Mujeres
12031,INFRACCIÓN A OTROS TEXTOS LEGALES,Falsificación de billetes,0,0,9,0,1,Mujeres
12032,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones a la Ley del Banco Central,0,1,1,0,0,Mujeres
12051,INFRACCIÓN A OTROS TEXTOS LEGALES,Contrabando. Infracción a la Ordenanza de Aduanas,2,66,466,20,12,Mujeres
12052,INFRACCIÓN A OTROS TEXTOS LEGALES,Fraude aduanero. Infracción a la Ordenanza de Aduanas,0,0,11,0,0,Mujeres
12053,INFRACCIÓN A OTROS TEXTOS LEGALES,Receptación aduanera. Infracción a la Ordenanza de Aduanas,1,6,35,2,0,Mujeres
12054,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones a la Ordenanza de Aduanas,0,2,47,3,3,Mujeres
12055,INFRACCIÓN A OTROS TEXTOS LEGALES,Contrabando de especies exóticas,0,0,1,0,0,Mujeres
12081,INFRACCIÓN A OTROS TEXTOS LEGALES,Maltrato de obra a carabineros ,1,39,254,22,36,Mujeres
12082,INFRACCIÓN A OTROS TEXTOS LEGALES,Amenazas a carabineros,0,42,135,5,24,Mujeres
12086,INFRACCIÓN A OTROS TEXTOS LEGALES,"Matar a carabinero en ejercicio de sus funciones, Código Justicia Militar",0,0,0,0,0,Mujeres
12087,INFRACCIÓN A OTROS TEXTOS LEGALES,"Traición, espionaje y demás delitos contra la soberanía y seguridad exterior del Estado",0,0,0,0,0,Mujeres
12088,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso de uniforme o insignias de Fuerzas Armadas o Carabineros de Chile,0,0,0,0,0,Mujeres
12089,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones al Código Justicia Militar,0,0,5,2,0,Mujeres
12123,INFRACCIÓN A OTROS TEXTOS LEGALES,Robo o hurto de material de guerra,0,0,0,1,0,Mujeres
12132,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción Ley General de Telecomunicaciones,0,0,0,0,0,Mujeres
12133,INFRACCIÓN A OTROS TEXTOS LEGALES,Lavado de dinero persona natural,0,0,0,0,0,Mujeres
12136,INFRACCIÓN A OTROS TEXTOS LEGALES,Enseñanza no autorizada de artes marciales,0,0,0,0,0,Mujeres
12137,INFRACCIÓN A OTROS TEXTOS LEGALES,Corte o destrucción de árboles o arbustos Ley de Bosques,0,1,1,0,0,Mujeres
