Código,Familia,Materia,Clasificacion,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
22410,INFRACCIONES A LA LEY DE DEFENSA DE LA LIBRE COMPETENCIA,Ocultación o entrega de información falsa a Fiscalía Nacional Económica,Denuncias,0,0,0,0,0,0,0,0,0,0,0,0
13021,FALTAS,Ofensas al pudor,Denuncias,6,6,10,8,10,6,11,6,8,14,9,10
13022,FALTAS,Disensiones domésticas,Denuncias,22,19,29,20,12,11,10,27,26,27,29,20
13023,FALTAS,Alterar el orden público,Denuncias,0,55,5,2,1,6,9,9,4,1,1,0
13025,FALTAS,Dejar animales sueltos,Denuncias,43,34,50,44,46,40,56,64,67,55,45,48
13026,FALTAS,Arrojamiento de piedras u otros objetos,Denuncias,3,1,2,3,2,8,2,5,6,5,4,8
13027,FALTAS,Daño (falta),Denuncias,2,2,1,0,0,0,2,2,2,1,3,1
13028,FALTAS,Hurto (falta),Denuncias,344,295,379,332,369,341,386,368,340,345,347,368
13030,FALTAS,Amenaza con arma (falta),Denuncias,217,199,201,185,178,183,157,177,168,179,181,171
13031,FALTAS,Falta de respeto a la autoridad pública,Denuncias,5,3,8,6,1,4,2,3,4,3,3,6
13033,FALTAS,Riña pública,Denuncias,22,23,24,24,21,25,20,25,22,24,19,22
13035,FALTAS,Desórdenes en espectáculos públicos,Denuncias,2,0,0,2,1,1,1,2,3,0,1,1
13037,FALTAS,Caza y pesca con violencia,Denuncias,1,1,1,6,13,6,8,1,0,0,0,0
13038,FALTAS,Ganado que entra a predio ajeno causando daños,Denuncias,10,3,7,5,3,3,6,5,4,7,5,6
13052,FALTAS,Ocultación de identidad en control investigativo,Denuncias,0,0,0,0,0,0,0,0,0,0,0,1
13053,FALTAS,Ocultación de identidad en control preventivo,Denuncias,0,1,0,1,1,0,0,0,0,1,0,0
13097,FALTAS,Otras faltas Código Penal,Denuncias,5772,4844,5996,5642,6201,6286,6054,6528,6304,6194,6164,6409
13100,FALTAS,Impedir ejercicio de funciones a inspectores municipales,Denuncias,0,1,0,0,1,0,1,0,0,0,2,1
13101,FALTAS,Transporte de desechos a vertederos clandestinos,Denuncias,0,0,0,1,0,0,0,1,2,1,0,2
13103,FALTAS,Perro potencialmente peligroso no inscrito,Denuncias,9,14,18,7,6,12,12,13,8,15,12,8
13104,FALTAS,"Arrojar basura o desechos en playas, parques nacionales u otros",Denuncias,16,24,26,19,20,8,10,18,14,14,14,16
13106,FALTAS,No informar domicilio por delitos sexuales (NNA),Denuncias,12,8,16,13,14,11,18,10,16,15,7,16
7038,FALTAS TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Consumo o porte en lugares públicos o privados con previo concierto,Denuncias,169,146,201,208,242,222,175,210,192,149,146,122
7039,FALTAS TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Consumo o porte de drogas en lugares calificados,Denuncias,6,5,15,33,28,29,10,19,21,29,17,6
18001,FALTAS SOBRE EXPENDIO Y CONSUMO DE BEBIDAS ALCOHÓLICAS,Expendio de bebidas alcohólicas a menores,Denuncias,10,9,3,5,6,11,0,7,3,3,8,6
18002,FALTAS SOBRE EXPENDIO Y CONSUMO DE BEBIDAS ALCOHÓLICAS,Otorgamiento de patentes de alcoholes,Denuncias,9,18,13,11,14,19,13,36,25,18,9,14
