Código,Familia,Materia,Clasificacion,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
12021,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción por contaminación,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
12022,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones Ley de Pesca,Detenciones,1,0,1,7,3,7,2,6,4,3,3,6
12023,INFRACCIÓN A OTROS TEXTOS LEGALES,Pesca ilegal,Detenciones,2,1,1,1,1,2,1,2,0,1,5,1
12031,INFRACCIÓN A OTROS TEXTOS LEGALES,Falsificación de billetes,Detenciones,4,6,3,6,4,1,3,4,2,2,2,2
12032,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones a la Ley del Banco Central,Detenciones,1,1,1,0,0,0,0,0,0,0,0,0
12051,INFRACCIÓN A OTROS TEXTOS LEGALES,Contrabando. Infracción a la Ordenanza de Aduanas,Detenciones,88,68,162,144,184,188,175,192,174,187,142,174
12052,INFRACCIÓN A OTROS TEXTOS LEGALES,Fraude aduanero. Infracción a la Ordenanza de Aduanas,Detenciones,4,1,6,4,3,7,2,4,6,2,2,1
12053,INFRACCIÓN A OTROS TEXTOS LEGALES,Receptación aduanera. Infracción a la Ordenanza de Aduanas,Detenciones,2,3,5,4,12,23,14,14,11,24,29,12
12054,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones a la Ordenanza de Aduanas,Detenciones,14,10,22,25,18,18,23,32,10,10,13,13
12055,INFRACCIÓN A OTROS TEXTOS LEGALES,Contrabando de especies exóticas,Detenciones,0,0,1,0,0,1,0,0,0,1,0,0
12081,INFRACCIÓN A OTROS TEXTOS LEGALES,Maltrato de obra a carabineros ,Detenciones,107,106,123,99,106,83,100,87,78,80,107,88
12082,INFRACCIÓN A OTROS TEXTOS LEGALES,Amenazas a carabineros,Detenciones,120,96,149,139,134,127,115,133,153,138,119,136
12086,INFRACCIÓN A OTROS TEXTOS LEGALES,"Matar a carabinero en ejercicio de sus funciones, Código Justicia Militar",Detenciones,0,0,1,0,0,0,0,1,0,0,0,0
12087,INFRACCIÓN A OTROS TEXTOS LEGALES,"Traición, espionaje y demás delitos contra la soberanía y seguridad exterior del Estado",Detenciones,0,0,0,0,0,0,0,0,0,1,0,0
12088,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso de uniforme o insignias de Fuerzas Armadas o Carabineros de Chile,Detenciones,0,0,1,0,0,0,0,0,0,0,0,0
12089,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones al Código Justicia Militar,Detenciones,2,3,3,3,6,4,1,3,5,4,2,2
12123,INFRACCIÓN A OTROS TEXTOS LEGALES,Robo o hurto de material de guerra,Detenciones,0,0,0,0,0,0,0,0,1,0,0,0
12125,INFRACCIÓN A OTROS TEXTOS LEGALES,Falsedades,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
12131,INFRACCIÓN A OTROS TEXTOS LEGALES,Vigilancia privada no autorizada,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
12132,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción Ley General de Telecomunicaciones,Detenciones,1,0,2,0,1,0,0,0,0,0,0,0
12133,INFRACCIÓN A OTROS TEXTOS LEGALES,Lavado de dinero persona natural,Detenciones,0,0,0,0,0,1,0,0,0,0,0,0
12134,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones a la Ley 19.913,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
12136,INFRACCIÓN A OTROS TEXTOS LEGALES,Enseñanza no autorizada de artes marciales,Detenciones,3,0,2,2,0,0,1,1,0,1,0,0
12137,INFRACCIÓN A OTROS TEXTOS LEGALES,Corte o destrucción de árboles o arbustos Ley de Bosques,Detenciones,1,0,0,1,0,0,1,1,1,1,1,0
12138,INFRACCIÓN A OTROS TEXTOS LEGALES,Caza y comercialización de especies prohibidas,Detenciones,1,0,0,1,2,0,0,0,0,0,1,1
12139,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones al Código Aeronáutico,Detenciones,0,0,0,4,1,2,2,0,1,1,2,3
12142,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción en el otorgamiento prestaciones de salud,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
12143,INFRACCIÓN A OTROS TEXTOS LEGALES,Transporte o distribución de gas e instalaciones clandestinas,Detenciones,0,0,0,0,0,0,0,0,0,0,0,1
12144,INFRACCIÓN A OTROS TEXTOS LEGALES,Interrupción de servicio eléctrico,Detenciones,1,0,0,0,0,0,0,0,0,0,0,0
12145,INFRACCIÓN A OTROS TEXTOS LEGALES,Loteos irregulares,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
12146,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción a la Ley Orgánica Constitucional sobre votaciones populares y escrutinios,Detenciones,0,0,0,0,12,0,0,0,0,0,0,21
12149,INFRACCIÓN A OTROS TEXTOS LEGALES,Desacato,Detenciones,507,495,657,589,653,616,654,631,648,639,572,523
12150,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso ilícito del fuego,Detenciones,1,3,0,1,1,0,0,0,1,1,1,5
12151,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso fraudulento de tarjetas o medios de pago,Detenciones,0,3,4,1,2,2,1,1,2,1,0,3
12152,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos de la ley 17.322 sobre cotizaciones ,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
12155,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción en la utilización de gas como combustible en vehículos,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
12156,INFRACCIÓN A OTROS TEXTOS LEGALES,"Acceso, divulgación y uso indebido de información genética con ocasión de tratamiento de ADN",Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
12157,INFRACCIÓN A OTROS TEXTOS LEGALES,Obstrucción a la justicia con ocasión de tratamiento de ADN,Detenciones,0,0,1,0,0,0,1,1,0,0,1,0
12159,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos contenidos en Leyes de Prenda Especiales,Detenciones,0,0,0,1,0,0,0,0,0,0,0,0
12163,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos relativos al pago de pensiones alimenticias,Detenciones,9,3,3,7,10,11,9,8,3,10,11,4
12170,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos contra la Ley de Bosque Nativo,Detenciones,1,0,2,0,1,0,1,0,0,1,1,0
12171,INFRACCIÓN A OTROS TEXTOS LEGALES,"Fabricación, acopio o comercialización de hilo curado",Detenciones,0,0,0,0,0,0,0,0,2,0,0,0
12172,INFRACCIÓN A OTROS TEXTOS LEGALES,"Uso, facilitación o transporte de hilo curado",Detenciones,0,0,0,0,0,0,0,3,2,0,0,0
12181,INFRACCIÓN A OTROS TEXTOS LEGALES,Inutilización de dispositivo para monitoreo telemático,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
12182,INFRACCIÓN A OTROS TEXTOS LEGALES,Daños a monumentos nacionales,Detenciones,0,2,1,1,0,0,0,1,3,1,1,1
12183,INFRACCIÓN A OTROS TEXTOS LEGALES,Apropiación de monumentos nacionales,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
12187,INFRACCIÓN A OTROS TEXTOS LEGALES,Fraudes en transacciones electrónicas,Detenciones,0,0,0,0,1,0,0,0,0,0,0,0
12189,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso malicioso de recetas médicas digitales,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
12999,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos contemplados en otros textos legales,Detenciones,33,58,23,35,27,6,12,13,9,37,18,34
13049,INFRACCIÓN A OTROS TEXTOS LEGALES,Obstrucción a la investigación de delito o infracción de la Ley de violencia en los estadios,Detenciones,0,0,0,1,0,0,2,0,0,0,0,0
13050,INFRACCIÓN A OTROS TEXTOS LEGALES,Lesiones a las personas o daño a la propiedad con motivo u ocasión de un espectáculo de fútbol profesional,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
13051,INFRACCIÓN A OTROS TEXTOS LEGALES,Otros delitos sobre Ley sobre violencia en los estadios,Detenciones,2,2,11,8,4,4,6,9,6,4,5,4
15007,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos de la Ley de seguridad interior del Estado contra el orden público y la normalidad de las actividades nacionales,Detenciones,1,0,0,1,0,0,0,0,0,0,0,0
16400,INFRACCIÓN A OTROS TEXTOS LEGALES,Difusión indebida de entrevista videograbada,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
16403,INFRACCIÓN A OTROS TEXTOS LEGALES,Asociación ilícita para ejercer el comercio ilegal,Detenciones,0,0,0,0,0,0,0,0,0,0,0,1
22412,INFRACCIÓN A OTROS TEXTOS LEGALES,Tráfico de residuos peligrosos,Detenciones,0,0,0,0,0,0,1,0,1,2,1,0
22413,INFRACCIÓN A OTROS TEXTOS LEGALES,Falsificación de rótulos o certificados,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
22600,INFRACCIÓN A OTROS TEXTOS LEGALES,Desatender el llamado a reclutamiento,Detenciones,0,0,0,0,0,0,0,0,0,0,0,1
22800,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones a la Ley sobre el mal uso de aguas grises,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
23100,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones a la Ley sobre Protección al Consumidor,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
23300,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones a la Ley sobre Juzgado de Policía Local,Detenciones,0,0,0,0,0,0,1,0,0,0,0,0
23500,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones a la Ley de Identidad de Género,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
23750,INFRACCIÓN A OTROS TEXTOS LEGALES,Revelación del secreto del sistema de búsqueda de personas desaparecidas,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
23775,INFRACCIÓN A OTROS TEXTOS LEGALES,"Sustracción, ruptura de redes, comercialización de  especies de cultivo",Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
23785,INFRACCIÓN A OTROS TEXTOS LEGALES,Homicidio a funcionario de las fuerzas armadas en desempeño de funciones de resguardo de la seguridad pública,Detenciones,0,0,0,0,0,0,2,0,0,0,1,0
23786,INFRACCIÓN A OTROS TEXTOS LEGALES,Maltrato de obra a funcionario de las fuerzas armadas en desempeño de funciones de resguardo de la seguridad pública,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
23800,INFRACCIÓN A LEYES ESPECIALES COVID-19,Obtención fraudulenta beneficios Covid 19,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
23900,SISTEMAS DE INSCRIPCIONES ELECTORALES Y SERVICIO ELECTORAL,Infracciones a la Ley orgánica constitucional sobre sistemas de inscripciones electorales y servicio electoral,Detenciones,0,0,0,0,5,0,0,0,0,0,0,10
20002,CONDUCTAS TERRORISTAS,Apoderamiento o atentado al transporte público,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
20003,CONDUCTAS TERRORISTAS,Atentado contra Jefe de Estado o autoridad pública,Detenciones,2,5,2,4,1,4,1,5,0,2,4,4
20004,CONDUCTAS TERRORISTAS,Atentado explosivo o incendiario,Detenciones,1,0,1,1,0,1,0,0,2,2,1,1
20099,CONDUCTAS TERRORISTAS,Otros Ley 18.314,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
21001,LIBERTAD DE OPINIÓN E INFORMACIÓN,Injurias y calumnias por medios de comunicación social,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
21002,LIBERTAD DE OPINIÓN E INFORMACIÓN,Ultraje público a las buenas costumbres por medios de comunicación social,Detenciones,0,0,1,0,0,0,0,0,0,0,0,0
21003,LIBERTAD DE OPINIÓN E INFORMACIÓN,Divulgación de identidad de menores por medios de comunicación social,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
21099,LIBERTAD DE OPINIÓN E INFORMACIÓN,Otras faltas y delitos de la Ley 19.733,Detenciones,0,0,0,0,0,0,0,0,0,0,0,1
22100,VIOLENCIA INTRAFAMILIAR,Maltrato habitual (violencia intrafamiliar),Detenciones,27,27,32,41,23,36,25,43,34,38,46,49
22101,VIOLENCIA INTRAFAMILIAR,Incumplimiento reiterado de pago de pensión alimenticia,Detenciones,7,4,5,6,5,6,4,5,2,4,2,2
22410,INFRACCIONES A LA LEY DE DEFENSA DE LA LIBRE COMPETENCIA,Ocultación o entrega de información falsa a Fiscalía Nacional Económica,Detenciones,0,1,1,1,0,0,0,1,0,0,0,1
13021,FALTAS,Ofensas al pudor,Detenciones,15,11,5,6,6,5,8,7,10,7,10,6
13022,FALTAS,Disensiones domésticas,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
13023,FALTAS,Alterar el orden público,Detenciones,1,0,1,0,0,0,0,0,0,1,0,0
13025,FALTAS,Dejar animales sueltos,Detenciones,0,0,0,0,0,0,1,0,0,0,0,0
13026,FALTAS,Arrojamiento de piedras u otros objetos,Detenciones,1,1,1,1,0,3,2,0,1,1,0,2
13027,FALTAS,Daño (falta),Detenciones,1,1,2,0,1,0,2,0,1,0,1,1
13028,FALTAS,Hurto (falta),Detenciones,1912,1625,2221,1944,2137,2119,2165,2315,1869,2083,2114,2142
13030,FALTAS,Amenaza con arma (falta),Detenciones,162,144,135,136,129,146,121,130,148,130,121,127
13031,FALTAS,Falta de respeto a la autoridad pública,Detenciones,35,25,44,48,41,28,26,32,43,29,41,39
13033,FALTAS,Riña pública,Detenciones,252,243,284,275,254,245,253,255,257,245,224,302
13035,FALTAS,Desórdenes en espectáculos públicos,Detenciones,0,1,1,1,3,2,1,0,2,1,2,0
13037,FALTAS,Caza y pesca con violencia,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
13038,FALTAS,Ganado que entra a predio ajeno causando daños,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
13052,FALTAS,Ocultación de identidad en control investigativo,Detenciones,35,32,44,33,54,34,32,30,36,29,35,35
13053,FALTAS,Ocultación de identidad en control preventivo,Detenciones,92,88,139,106,78,80,84,92,84,91,85,79
13097,FALTAS,Otras faltas Código Penal,Detenciones,14,12,15,23,17,19,21,24,29,20,14,13
13100,FALTAS,Impedir ejercicio de funciones a inspectores municipales,Detenciones,0,0,0,0,0,1,0,0,0,0,2,1
13101,FALTAS,Transporte de desechos a vertederos clandestinos,Detenciones,0,0,0,0,0,1,0,0,0,0,0,0
13103,FALTAS,Perro potencialmente peligroso no inscrito,Detenciones,0,0,1,0,0,0,1,0,0,0,1,0
13104,FALTAS,"Arrojar basura o desechos en playas, parques nacionales u otros",Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
13106,FALTAS,No informar domicilio por delitos sexuales (NNA),Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
7038,FALTAS TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Consumo o porte en lugares públicos o privados con previo concierto,Detenciones,163,170,297,270,280,251,232,216,233,228,169,108
7039,FALTAS TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Consumo o porte de drogas en lugares calificados,Detenciones,22,24,17,23,29,36,13,25,20,21,19,18
18001,FALTAS SOBRE EXPENDIO Y CONSUMO DE BEBIDAS ALCOHÓLICAS,Expendio de bebidas alcohólicas a menores,Detenciones,1,1,1,2,0,1,1,2,5,2,2,1
18002,FALTAS SOBRE EXPENDIO Y CONSUMO DE BEBIDAS ALCOHÓLICAS,Otorgamiento de patentes de alcoholes,Detenciones,0,0,0,0,0,0,0,0,0,0,0,0
101,QUEBRANTAMIENTO DE SENTENCIA,Quebrantamiento,Denuncias,5,18,12,6,13,11,13,7,10,19,14,16
202,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Secuestro,Denuncias,27,20,20,28,27,17,9,18,17,23,20,22
203,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Sustracción de menores,Denuncias,8,3,4,1,5,10,3,7,4,8,6,10
204,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Violación de morada,Denuncias,203,158,168,166,157,178,167,178,174,173,168,157
205,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,"Apertura, registro o interceptación de correspondencia",Denuncias,0,1,0,1,0,0,0,1,0,0,0,0
207,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,"Detención, destierro o arresto irregular",Denuncias,0,1,0,0,0,1,0,1,0,2,0,0
210,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Allanamientos irregulares,Denuncias,1,0,0,0,0,0,1,0,0,0,0,0
216,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,"Usurpación de propiedad, descubrimiento o producción",Denuncias,30,33,28,25,32,30,26,25,20,33,29,25
218,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Empleado público que expropie bienes o perturbe posesión de otro,Denuncias,0,0,0,0,0,0,0,0,0,0,0,1
221,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Delitos contra la vida y la privacidad de las conversaciones,Denuncias,3,3,5,6,4,5,3,3,2,5,4,5
224,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Torturas por particulares agentes del Estado,Denuncias,0,0,1,0,0,0,0,0,0,0,0,0
225,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Torturas cometidas por funcionarios públicos,Denuncias,1,1,0,0,0,0,0,0,0,1,0,0
229,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,"Tortura con violación, abuso sexual agravado u otros",Denuncias,0,1,0,0,0,0,0,0,0,0,1,1
230,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Tortura con cuasidelito,Denuncias,0,0,0,0,0,0,1,0,0,0,0,0
231,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Apremios ilegítimos cometidos por empleados públicos,Denuncias,7,3,4,6,4,5,2,5,4,3,4,5
233,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,"Apremios ilegítimos con violación, abuso sexual agravado y otros",Denuncias,0,1,0,0,1,0,0,0,0,0,0,0
235,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Secuestro con homicidio,Denuncias,0,1,0,0,0,0,0,0,0,0,0,0
236,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Secuestro con violación,Denuncias,3,5,4,4,2,3,7,3,5,6,3,4
237,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Secuestro con lesiones,Denuncias,10,10,9,14,5,12,9,9,7,8,8,10
248,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Secuestro con solicitud de rescate o exigencia o se prolongue por más de 24 hrs.,Denuncias,0,0,0,0,0,0,0,1,0,0,5,0
299,CRÍMENES Y SIMPLES DELITOS QUE AFECTAN DERECHOS GARANTIDOS POR LA CONSTITUCIÓN,Otros delitos que afectan los derechos garantidos por la Constitución,Denuncias,4,7,5,6,2,4,2,4,3,3,1,4
301,"CRÍMENES Y SIMPLES DELITOS CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",Falsificación de moneda y otros,Denuncias,3,1,3,2,3,2,1,2,3,2,3,5
302,"CRÍMENES Y SIMPLES DELITOS CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",Falsificación o uso malicioso de documentos públicos,Denuncias,51,53,121,67,77,58,66,60,41,60,44,26
303,"CRÍMENES Y SIMPLES DELITOS CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",Falsificación o uso malicioso de documentos privados,Denuncias,10,2,7,5,8,4,13,7,9,7,8,5
306,"CRÍMENES Y SIMPLES DELITOS CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO","Falso testimonio, perjurio o denuncia calumniosa",Denuncias,1,1,1,2,1,1,2,1,2,0,4,2
308,"CRÍMENES Y SIMPLES DELITOS CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",Ejercicio ilegal de la profesión,Denuncias,0,0,1,0,0,0,2,0,0,0,0,0
309,"CRÍMENES Y SIMPLES DELITOS CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",Usurpación de nombre,Denuncias,147,120,157,141,144,99,131,154,160,162,178,118
310,"CRÍMENES Y SIMPLES DELITOS CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",Fingimiento de cargos o profesiones,Denuncias,1,0,1,0,0,2,0,0,0,1,0,1
311,"CRÍMENES Y SIMPLES DELITOS CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",Falsificación de licencias médicas o pensiones,Denuncias,1,1,1,0,1,0,0,0,0,0,1,0
312,"CRÍMENES Y SIMPLES DELITOS CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO","Falsificación de certificados por funcionarios públicos, privados y uso malicioso",Denuncias,0,2,0,0,1,0,0,0,2,2,1,1
399,"CRÍMENES Y SIMPLES DELITOS CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO","Otros delitos contra la fe pública, de las falsificaciones, del falso testimonio y del perjurio",Denuncias,0,1,1,1,0,0,0,0,3,1,2,1
404,CRÍMENES Y SIMPLES DELITOS COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,Prevaricación judicial y administrativa,Denuncias,0,0,0,0,1,0,0,0,0,0,0,0
405,CRÍMENES Y SIMPLES DELITOS COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,Prevaricación del abogado y procurador,Denuncias,0,1,0,0,0,0,0,0,0,0,0,0
406,CRÍMENES Y SIMPLES DELITOS COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,Malversación de caudales públicos,Denuncias,0,0,0,1,1,0,0,0,0,0,0,1
410,CRÍMENES Y SIMPLES DELITOS COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,Cohecho cometido por empleado público,Denuncias,0,0,2,1,3,2,0,0,0,1,1,1
411,CRÍMENES Y SIMPLES DELITOS COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,Cohecho o soborno cometido por particular,Denuncias,0,0,2,0,0,0,0,0,1,0,0,0
416,CRÍMENES Y SIMPLES DELITOS COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,Tráfico de influencias,Denuncias,0,2,1,0,0,1,1,0,0,0,3,1
419,CRÍMENES Y SIMPLES DELITOS COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,Fraudes al Fisco y organismos del Estado,Denuncias,0,0,0,1,0,0,0,1,0,0,0,0
420,CRÍMENES Y SIMPLES DELITOS COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,Abusos contra particulares,Denuncias,3,0,3,2,1,1,1,1,0,0,1,2
421,CRÍMENES Y SIMPLES DELITOS COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,Otros abusos contra particulares,Denuncias,5,2,3,4,1,2,3,1,1,0,0,1
423,CRÍMENES Y SIMPLES DELITOS COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,"Soborno, artículo 250. Persona jurídica",Denuncias,0,0,0,0,0,0,0,0,0,0,1,0
499,CRÍMENES Y SIMPLES DELITOS COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,Otros delitos cometidos por empleados públicos en el desempeño de sus cargos,Denuncias,8,8,6,11,4,4,10,8,10,7,4,8
501,CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y LA SEGURIDAD PÚBLICA COMETIDO POR PARTICULARES,Desórdenes públicos,Denuncias,55,27,121,93,112,93,81,124,124,121,67,56
502,CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y LA SEGURIDAD PÚBLICA COMETIDO POR PARTICULARES,Obstrucción a la investigación,Denuncias,1,3,0,0,2,0,1,0,1,3,1,0
503,CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y LA SEGURIDAD PÚBLICA COMETIDO POR PARTICULARES,Rotura de sellos,Denuncias,6,6,0,0,2,2,2,2,0,1,2,0
505,CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y LA SEGURIDAD PÚBLICA COMETIDO POR PARTICULARES,"Lotería ilegal, casas de juego y préstamo sobre prenda",Denuncias,2,0,7,1,9,4,9,9,2,5,2,8
508,CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y LA SEGURIDAD PÚBLICA COMETIDO POR PARTICULARES,"Propagación de enfermedades que afecten a la salud animal o vegetal; elementos químicos, bacteriológicos, radioactivos",Denuncias,0,0,0,0,0,1,0,0,0,0,0,0
509,CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y LA SEGURIDAD PÚBLICA COMETIDO POR PARTICULARES,Abandono o maltrato animal,Denuncias,196,160,162,142,156,137,190,188,192,196,169,160
510,CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y LA SEGURIDAD PÚBLICA COMETIDO POR PARTICULARES,Asociaciones ilícitas,Denuncias,0,0,0,0,1,0,0,0,0,0,0,0
512,CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y LA SEGURIDAD PÚBLICA COMETIDO POR PARTICULARES,Connivencia en la fuga y evasión culpable de detenidos,Denuncias,1,3,1,0,5,3,2,3,0,2,4,2
514,CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y LA SEGURIDAD PÚBLICA COMETIDO POR PARTICULARES,Infracción normas inhumaciones y exhumaciones,Denuncias,0,1,0,0,0,0,0,0,0,0,0,0
515,CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN Y LA SEGURIDAD PÚBLICA COMETIDO POR PARTICULARES,Atentados y amenazas contra la autoridad,Denuncias,21,10,38,20,24,17,13,22,20,18,23,13
